id;nome;latitude;longitude;logradouro;numero;complemento;bairro;cidade;cep;uf;contato;email;telefone
3095;RED AUTOPEÇAS;-8.0623584;-34.9190351;AVENIDA ENGENHEIRO ABDIAS DE CARVALHO;1396;;PRADO;RECIFE;50750001;PE;EDIVALDO;redautocenter2014@outlook.com;8130402014
3096;SR AUTOPEÇAS;-8.0623207;-34.9191535;AVENIDA ENGENHEIRO ABDIAS DE CARVALHO;1420;;PRADO;RECIFE;50751000;PE;RINALDO;srautopecasltda@gmail.com;8134465533
3097;HOT CAR;-8.0874143;-34.9079403;AVENIDA MARECHAL MASCARENHAS DE MORAIS;522;;IMBIRIBEIRA;RECIFE;51170000;PE;UCHOA;uchoa@hotcar.com.br;8134285556
3098;REGULEX SUL;-8.1062120;-34.9115542;AVENIDA MARECHAL MASCARENHAS DE MORAIS;2728;;IMBIRIBEIRA;RECIFE;51170000;PE;GUILHERME;guilherme@regulex.com.br;8134720005
3099;SILVAS CAR;-8.1104493;-34.9098208;RUA JOAQUIM BANDEIRA;58;;IMBIRIBEIRA;RECIFE;51150410;PE;ALEX;alex@silvascar.autocenter.com.br;8195508558
3100;AUTO MAX;-8.0929268;-34.9092871;AVENIDA MARECHAL MASCARENHAS DE MORAES;1148;;IMBIRIBEIRA;RECIFE;51170000;PE;CLEMENTE;automax@hotmail.com;8134281112
3101;IMBIRIBEIRA AUTOPEÇAS;-8.1041902;-34.9111792;AVENIDA MARECHAL MASCARENHAS DE MORAES;2284;;IMBIRIBEIRA;RECIFE;51180001;PE;SUETI;iap.2@hotmail.com;8134711078
3102;ALIN-SERV;-8.0578381;-34.8828969;AVENIDA RECIFE;640;;AREIAS;RECIFE;50781000;PE;SAVIO;alinserv1@hotmail.com;8132513055
3103;A.SERVCAR;-8.0919522;-34.9371131;AVENIDA DOUTOR JOSE RUFINO;1580;;AREIAS;RECIFE;50900660;PE;WELLINGTON;aservcar@hotmail.com;8132499190
3104;NOVAUTOMOTIVA;-8.1017523;-34.9277327;AVENIDA RECIFE;808;;AREIAS;RECIFE;50870800;PE;FERNANDO;contato@novautomotiva.com.br;8132492027
3105;AUTOPEÇAS MARANATA;-8.0828906;-34.9472728;RUA LEANDRO BARRETO,;706;;JARDIM SÃO PAULO;RECIFE;50790000;PE;MARIANO;autopecasmaranata@hotmail.com;8132496979
3106;TMF;-8.1252165;-34.9013083;RUA CARLOS PEREIRA FALCAO;372;;BOA VIAGEM;RECIFE;51021350;PE;THOMAZ;tmfpe@ig.com.br;8134631517
3107;AUTO SHOPPING;-8.1221898;-34.9056728;RUA JORGE COUCEIRO DA COSTA EIRAS;487;;BOA VIAGEM;RECIFE;51021300;PE;JOSE ROBERTO;autoshopping@terra.com.br;8133263664
3108;AUTO INJECAO 02;-8.1463913;-34.9133757;RUA COSMORAMA;1060;;BOA VIAGEM;RECIFE;51130080;PE;ANGELA;autoinjecao02@hotmail.com;8134625000
3109;DIGICAR;-8.1231265;-34.9073042;RUA RIBEIRO DE BRITO;1197;;BOA VIAGEM;RECIFE;51021310;PE;CLERISON;digicar@digicar.com.br;8133271553
3110;DENILDO AUTOPEÇAS;-8.1303646;-34.9108865;RUA DESEMBARGADOR JOSE NEVES;190;;BOA VIAGEM;RECIFE;51030120;PE;DENILDO;denildoservicosautomotivos@hotmail.com;8130407786
3111;DIKAS AUTOPEÇAS;-8.0860905;-34.9567332;AVENIDA CANDIDO FERREIRA;20;;PIEDADE;RECIFE;54310000;PE;SEVERINA;severinapessoa@dikas.com.br;8133423266
3112;MARESIA AUTOPEÇAS;-8.1891068;-34.9216503;RUA FELICIO BARROS DE MEDEIROS CORREIA;4145;;PIEDADE;RECIFE;54420030;PE;MARIO;maresia.auto@gmail.com;8134743168
3113;AUTO PLUS;-8.1493268;-34.9129710;AVENIDA HARMINDO MOURA;646;;PIEDADE;RECIFE;54400430;PE;ANDRE;autopluscar@hotmail.com;8133615204
3114;AUTOPEÇAS VOLKSCORCEL;-8.2763345;-35.9453714;RUA DOS GUARARAPES;56;;CENTRO;CARUARU;55000000;PE;SERGIO;sergioautopecas@hotmail.com;8137214764
3115;SERGIO AUTOPEÇAS;-8.2763345;-35.9453714;RUA DOS GUARARAPES;59;;CENTRO;CARUARU;55000000;PE;SERGIO;sergioautopecas@hotmail.com;8131389595
3116;SERGIO AUTOPEÇAS;-8.2763345;-35.9453714;RUA DOS GUARARAPES;48;;CENTRO;CARUARU;55000000;PE;MARCO;sergioautopecas@hotmail.com;8137214764
3117;CHICO AUTOPEÇAS;-8.2873497;-35.9673831;RUA JOSE DE ALENCAR;71;;CENTRO;CARUARU;55002170;PE;CHICO;cap.autocenter@hotmail.com;8137220568
3118;LENO PEÇAS;-8.2817926;-35.9809152;AVENIDA CAMPINA GRANDE;68;;DIVINOPOLIS;CARUARU;55014150;PE;RICARDO;amlenopecas@hotmail.com;8137226450
3119;CHICO AUTOPEÇAS;-8.2874509;-35.9672410;RUA JOSE DE ALENCAR;93;;CENTRO;CARUARU;55002170;PE;BRUNO;chicoautopecas@hotmail.com;8137233900
3120;BRENO E ERIC PEÇAS;-8.2756196;-35.9835782;RUA PARAENSE;103;;DIVINOPOLIS;CARUARU;55010105;PE;BRENO;brenoeericpecas@hotmail.com;8137193067
3121;O VAREJÃO AUTOPEÇAS;-12.8956045;-38.4091221;AVENIDA ENGENHEIRO RAYMUNDO CARLOS NERY;543;;CAJAZEIRAS X;SALVADOR;41340280;BA;IONE;sac@ovarejao.com.br;7121018899
3122;O VAREJÃO AUTOPEÇAS;-12.9703130;-38.4213445;AVENIDA JORGE AMADO;419;;IMBUÍ;SALVADOR;41740630;BA;ROMÁRIO;sac@ovarejao.com.br;7121018899
3123;RENOVO ASSISTANCE;-8.0720382;-34.9083803;RUA CORONEL ALFREDO DUARTE;37;A;AFOGADOS;RECIFE;50830380;PE;POLLYANNA;renovoassistance@gmail.com;8189915502
3124;BONO PNEUS;-8.0711888;-34.9092328;RUA COSME VIANA;122;;AFOGADOS;RECIFE;50830370;PE;RENATO;recife.afogados@bonopneus.com.br;8137881700
3125;AUTO TREVO;-17.0813353;-42.6948880;RUA ENTROCAMENTO DE LEME DO PRADO;10;;BR;LEME DO PRADO;39655000;MG;DILMA;autotrevoldp@gmail.com;3337646060
3126;HS AUTOPEÇAS;-19.7740089;-44.1327833;RUA DIONIZIO GOMES;704;;VENEZA;RIBEIRÃO DAS NEVES;33820540;MG;HENRIQUE;filialbetim@hsautopecas.com;3131956945
3127;AUTOPEÇAS CURVELO;-18.7620382;-44.4293354;AVENIDA ANTÔNIO OLINTO;549/555;;CENTRO;CURVELO;35790000;MG;WILLIAN;williancecilio@yahoo.com.br;3837212506
3128;LUIZ AUTOPEÇAS;-16.7073638;-47.5275422;AVENIDA 07 DE SETEMBRO;131;;SETOR CENTRO;CRISTALINA;73850000;GO;LUIZ ANTONIO;luizasq@outlook.com;6136126535
3129;SARICO AUTOPEÇAS;-17.7860339;-50.9110475;RUA UBERABA;S/N;QUADRA 25 LOTE 13;VILA MARIA;RIO VERDE;75905360;GO;SEBASTIÃO;sarico@saricoautopecas.com.br;6430509028
3130;GUIMAQ MÁQUINAS;-17.8142515;-51.0811831;RODOVIA BR 060;S/N;KM 381;TRÊVO;RIO VERDE;75901970;GO;MATHEUS;guimaqrv@hotmail.com;6436121122
3131;JL AUTOPEÇAS;-17.5497342;-52.5396666;AVENIDA HINO REZENDE;S/N;QUADRA 13 LOTE 16;LEONTINO;MINEIROS;75800000;GO;GUILHERME;jlautopecasemecanica@hotmail.com;6436613100
3132;CARLONE AUTOPEÇAS;-17.5602835;-52.5515088;AVENIDA OITAVA;S/N;QUADRA 141LOTE 13;CONTA NERY;MINEIROS;75800000;GO;CARLONE;carloneautopecas@gmail.com;6499891342
3133;HILDO AUTOPEÇAS;-17.5731344;-52.5497046;AVENIDA SANTOS DUMONT;S/N;QUADRA 4 LOTE 4;SETOR CARVALHO;MINEIROS;75837672;GO;HILDO;hildoautocenter@gmail.com;6430205667
3134;H5 AUTOPEÇAS;-17.5642879;-52.5565869;AVENIDA ANTÔNIO CARLOS PANIAGO;55;;JOSE ANTONIO;MINEIROS;75833024;GO;MARÍLIA;h5autocenter1@gmail.com;6436613331
3135;AUTOPEÇAS DO KIM;-17.5618097;-52.5466876;AVENIDA ANTÔNIO CARLOS PANIAGO;S/N;QUADRA 1 LOTE 7;SÃO JOÃO;MINEIROS;75830000;GO;FRANCELINA;autopmkim@gmail.com;6436611913
3136;ALIANÇA AUTOPEÇAS;-17.5618097;-52.5466876;AVENIDA ANTÔNIO CARLOS PANIAGO;S/N;QD 10 LT 24;JARDIM;MINEIROS;75830000;GO;RENES DE SOUSA;aliancaap@gmail.com;6436614254
3137;SÃO LUCAS AUTOPEÇAS;-17.7775690;-50.9230340;AVENIDA PAUZANES DE CARVALHO;271;;SETOR PAUZANES;RIO VERDE;74904236;GO;JOYCE;radiadorespecassaolucas@gmail.com;6436614441
3138;AUTOPEÇAS RONDOBRÁS;-13.8171571;-56.0763608;AVENIDA PERIMETRAL DAS SAMAMBAIAS;485N;;CENTRO;NOVA MUTUM;78450000;MT;CLAUDENIR;claudenir.souza@rondobras.com.br;6533085650
3139;AUTOPEÇAS RONDOBRÁS;-10.8045969;-55.4630258;AVENIDA COLONIZADOR ROQUE GUEDES;1055;;SÃO JOÃO;COLÍDER;78500000;MT;MANOEL DA SILVA;manoel.silva@rondobras.com.br;6635415150
3140;AUTOPEÇAS RONDOBRÁS;-9.8874430;-56.0866030;AVENIDA LUDOVIDO DA RIVA NETO;1364;;SETOR H;ALTA FLORESTA;78580000;MT;ERICK ALEXANDRE;erick@rondobras.com.br;6635122550
3141;AUTOPEÇAS RONDOBRÁS;-12.5407237;-55.7226752;AVENIDA P SUDOESTE;10207;;CENTRO SUL;SORRISO;78896052;MT;GUIBSON COSTA;guibson.costa@rondobras.com.br;6639077600
3142;CASA DOS ACESSÓRIOS;-10.9110247;-37.0684621;RUA MARIANO SALMERON;146;;SIQUEIRA CAMPOS;ARACAJU;49075370;SE;ALEX SANDER;casadosacessorios2020@gmail.com;7930242893
3143;SUCAUTO COMÉRCIO DE PEÇAS;-10.9093055;-37.0782368;AVENIDA CHANCELER OSVALDO ARANHA;314;;JOSÉ CONRADO DE ARAÚJO;ARACAJU;49085100;SE;FRANCISCO;sucauto@hotmail.com;7932138359
3144;AUTOPEÇAS NETO;-10.9115363;-37.0683113;RUA MARIANO SALMERON;121;;SIQUEIRA CAMPOS;ARACAJU;49075370;SE;LUCIANO;netoautopecas@bol.com.br;7932241441
3145;CARLINHO AUTOPEÇAS;-1.2081563;-47.1846577;TRAVESSA CORONEL LEANDRO PINHEIRO;109;;TANCREDO NEVES;CAPANEMA;68702135;PA;JOSE;carlinhoautopecas@hotmail.com;9134624036
3146;PEREIRINHA AUTOPEÇAS;-1.3637371;-48.4057018;TRAVESSA WE 26;1;CIDADE NOVA II LOJA 02 ESQUINA C/ SN 03;COQUEIRO;ANANINDEUA;67130600;PA;MAICK;maickcosta@grupowilc.com;9132143000
3147;SÓ PEÇAS;-1.1993643;-47.1719929;AVENIDA SANTOS DUMONT;108;;3 DE MAIO;CAPANEMA;68701240;PA;FABRICIO;sopecascapanema@gmail.com;9196410277
3148;ELETROSAN AUTOPEÇAS;0.0445786;-51.0676066;RUA PROFESSOR TOSTE;3781;;MUCA;MACAPÁ;68902210;AP;GILMO;eletronson.ap2016@hotmail.com;9691911213
3149;RIBEIROS AUTOPEÇAS;0.0425571;-51.0702218;AVENIDA HILDEMAR MAIA;608;;SANTA RITA;MACAPÁ;68909864;AP;MARILENE;mecaribeiro2@hotmail.com;9632237049
3150;AMAPÁ PEÇAS;0.0361568;-51.1302064;AVENIDA PRIMEIRA AVENIDA;108;;MARABAIXO;MACAPÁ;68909865;AP;EDIELSON;compras-amapadistribuidora@hotmail.com;9699727919
3151;LEÃO DISTRIBUIDORA;0.0297904;-51.0692013;AVENIDA FELICIANO COELHO;1700;;SANTA RITA;MACAPÁ;68901208;AP;MICHEL;financeiro.leaodistribuidora@hotmail.com;9691509048
3152;RICO DISTRIBUIDORA;0.0796425;-51.0720580;RUA SANTO EXPEDITO;330;;BONE AZUL;MACAPÁ;68909539;AP;MICHEL;financeiro.ricodistribuidora@hotmail.com;9632414534
3153;AVENIDA AUTOPEÇAS;-22.2267788;-54.7996748;AVENIDA MARCELINO PIRES;3000;;CENTRO;DOURADOS;79801004;MS;PAULO;avenidaautopecasdos@gmail.com;6734223922
3154;AUTOPEÇAS 2 IRMÃOS;-20.5199461;-54.6571832;AVENIDA DOUTOR GUNTER HANS;2701;;AERO RANCHO;CAMPO GRANDE;79085108;MS;MATEUS;mateus2irmaos@hotmail.com;6733051195
3155;BAHIA AUTOPEÇAS;-22.2457563;-54.8055907;AVENIDA HAYEL BOM FAKER;1115;;JARDIN ÁGUA BOA;DOURADOS;79812110;MS;VITOR;bahiadistribuidoradepecas@hotmail.com;6734257000
3156;SALU PEÇAS;-7.5198331;-46.0630803;AVENIDA GOVERNADOR LUIZ ROCHA;772;;SANTO AMARO;BALSAS;65800000;MA;SALU;salupecas2010@hotmail.com;9935418066
3157;FEITOSA PEÇAS;-7.5229789;-46.0410735;AVENIDA GOVERNADOR LUIZ ROCHA;163;;POTOSI;BALSAS;65800000;MA;JUCIMAR;autocenter@feitosa.com.br;9935415714
3158;DINAMICA AUTOPEÇAS;-7.5229665;-46.0465851;AVENIDA GOVERNADOR LUIZ ROCHA;513;;POTOSI;BALSAS;65800000;MA;MILTON;dinamica_auto_pecas@hotmail.com;9935416078
3159;MANUS AUTOPEÇAS;-7.5223446;-46.0469916;AVENIDA GOVERNADOR LUIZ ROCHA;687;;POTOSI;BALSAS;65800000;MA;PAULO;manus.np@hotmail.com;9935412120
3160;AUTOPEÇAS DO BAIXIM;-7.5226040;-46.0501727;AVENIDA CONTORNO;2420;;INDUSTRIAL;BALSAS;65800000;MA;BAIXIM;compras@autopecasdobaixim.com.br;9935414703
3161;CANADA AUTO CENTER;-7.5206212;-46.0497963;AVENIDA GOVERNADOR LUIZ ROCHA;20B;;INDUSTRIAL;BALSAS;65800000;MA;MANOEL;compras@canadaautocenterltda.com;9935412800
3162;LEANDRO AUTOPEÇAS;-7.3365790;-47.4660670;AVENIDA FREDERICO MARTINS;240;;CENTRO;CAROLINA;65980000;MA;LEANDRO;leandro.autopecas@hotmail.com;9981315744
3163;MASTER AUTOPEÇAS;-7.3369827;-47.4638455;AVENIDA FREDERICO MARTINS;423;;CENTRO;CAROLINA;65980000;MA;BRUNO;master.adm2220@gmail.com;9985157076
3164;PLANAUTOPEÇAS;-7.3384799;-47.4591184;AVENIDA FREDERICO MARTINS;2088;;CENTRO;CAROLINA;65980000;MA;LEANDRO;planautopecas05@gmail.com;9935318341
3165;SKF AUTOPEÇAS;-7.2018343;-48.2394500;AVENIDA BERNARDO SAYAO 813;813;;ENTRONCAMENTO;ARAGUAÍNA;78818340;TO;VALDSON;skfautopecas@gmail.com;6334152841
3166;MOTOKA MOTOS;-7.1889588;-48.2203878;AVENIDA SANTOS DUMONT;452;;RODOVIÁRIO;ARAGUAÍNA;77805150;TO;LUIZ ALFREDO;motokamotos@hotmail.com;6334138730
3167;MENAUTO AUTOPEÇAS;-7.1977550;-48.2041381;RUA GETULIO VARGAS;354;;CENTRO;ARAGUAÍNA;77826235;TO;EDVAN;edvanmenauto@gmail.com;6392459594
3168;VOLCAR AUTOPEÇAS;-7.1906465;-48.2262656;AVENIDA SANTOS DUMONT;1148;;MANOEL GOMES DA CUNHA;ARAGUAÍNA;77826776;TO;MANOEL;volcar@volcarautopecas.com.br;6333212904
3169;FERRAZ AUTOPEÇAS;-7.1876261;-48.2163083;AVENIDA CONEGO JOÃO LIMA;1175;;VILA ROSÁRIO;ARAGUAÍNA;77823065;TO;CLEIDSON;vendas@ferrazautopecas.com;6334214232
3170;TANNARA AUTOPEÇAS;-8.0625635;-48.4709315;AVENIDA PEDRO LUDOVICO TEIXEIRA;479;;CENTRO;COLINAS DO TOCANTINS;77816530;TO;ALBERICO;tannaraautopecas@gmail.com;6334761228
3171;CENTROKAR AUTOPEÇAS;-8.0620161;-48.4716748;AVENIDA PEDRO LUDOVICO TEIXEIRA;581;;CENTRO;COLINAS DO TOCANTINS;77816530;TO;ZEZINHO;contato.ti@hotmail.com;6334762830
3172;TOCANTINS AUTOPEÇAS;-8.0593928;-48.4758448;AVENIDA PEDRO LUDOVICO TEIXEIRA;1113;;CENTRO;COLINAS DO TOCANTINS;77816530;TO;IVAN;tocantinsautopecas@hotmail.com;6334781052
3173;PORTILHO AUTOPEÇAS;-8.0557691;-48.4817556;AVENIDA PEDRO LUDOVICO TEIXEIRA;2016;;CENTRO;COLINAS DO TOCANTINS;77816530;TO;RODRIGO;compras.portilhoautopecas@gmail.com;6334766600
3174;GUARAI AUTO CENTER;-8.8459855;-48.5109127;AVENIDA BERNARDO SAYÃO;2676;;CENTRO;GUARAÍ;77700000;TO;LETICIA;guaraiautocenter@gmail.com;6334641883
3175;AUTOPEÇAS DEUSDARA;-8.8299900;-48.5126123;AVENIDA BERNARDO SAYÃO;1314;;CENTRO;GUARAÍ;77700000;TO;DOMINGOS;deusdaragalvao@hotmail.com;6335641084
3176;RIBEIRÃO AUTOPEÇAS;-10.1645536;-48.8814507;AVENIDA TRANBRASILIANA;2563;;MILENA;PARAÍSO DO TOCANTINS;77600000;TO;RENATO;ribeiraopecas@hotmail.com;6336020666
3177;REAL AUTOPEÇAS;-10.1576178;-48.8829763;AVENIDA TRANBRASILIANA;2511;;MILENA;PARAÍSO DO TOCANTINS;77600000;TO;EDNO;ednocoelho2403@gmail.com;6336026180
3178;BRAVO AUTOPEÇAS;-10.1780604;-48.8809298;AVENIDA TRANBRASILIANA;1301;;INTERLAGOS;PARAÍSO DO TOCANTINS;77600000;TO;ANDRE;bravoautopecas2@hotmail.com;6336024687
3179;TOCANTINS PEÇAS;-10.1778367;-48.8809597;AVENIDA TRANBRASILIANA;1327;;INTERLAGOS;PARAÍSO DO TOCANTINS;77600000;TO;SELMA;tocantinpecas@hotmail.com;6336020722
3180;AUTOPEÇAS TREVO;-10.1789074;-48.8808660;AVENIDA TRANBRASILIANA;1125;;INTERLAGOS;PARAÍSO DO TOCANTINS;77600000;TO;ANTÔNIO;abreuegomes@hotmail.com;6336026313
3181;PALMA AUTOPEÇAS;-10.2466470;-48.3333981;AVENIDA 1001 SUL LO 23;20;;CONJUNTO 02;PALMAS;77018380;TO;LUIZ CARLOS;palmapecas1001@hotmail.com;6332297040
3182;AUTOPEÇAS AGUIAR;-10.2303421;-48.3551487;AVENIDA 712 SUL AV LO 19;19;LT 09 QI6;INDUSTRIAL;PALMAS;77022422;TO;ELTON;pecasaguiar@gmail.com;6332141506
3183;O BARATÃO AUTOPEÇAS;-12.9357096;-38.4921066;AVENIDA AFRÂNIO PEIXOTO;83;;LOBATO;SALVADOR;40470630;BA;EDELSON;comercial@obaratao.com.br;7131764950
3184;UNIDOS IMPORTADOS;-9.4331803;-40.4976434;AVENIDA JOÃO DURVAL CARNEIRO;13;;ALTO DO CRUZEIRO;JUAZEIRO;48905224;BA;EDER;financeiro2@unidosimportados.com.br;7536036400
3185;AUTOPEÇAS RONI;-13.5259486;-40.0617112;AVENIDA PRESIDENTE MÉDICI;S/N;;ENTRONCAMENTO JAGUAQUARA;JAGUAQUARA;45345000;BA;RENATO;jaguaquara@roni.com.br;7331661800
3186;M G CAR;-8.1507369;-34.9150242;RUA DONA MARIA DE SOUZA;220;;PIEDADE;JABOATÃO DOS GUARARAPES;54400260;PE;WILTON LOPES;mg.car@outlook.com;8131069621
3187;VIPCAR;-8.1544601;-34.9175595;RUA DONA MARIA DE SOUZA;733;;PIEDADE;JABOATÃO DOS GUARARAPES;54400260;PE;ARMANDO;armando.jose@vipcar.com.br;8191179614
3188;MEUESTOQUE DE AUTOPEÇAS;-20.1455467;-44.8998842;RUA SERGIPE;1013;;CENTRO;DIVINÓPOLIS;35500012;MG;MATHEUS;matheus@meuestoquepecas.com.br;3732142277
3189;DIMAUTO;-19.7994363;-44.0118669;AVENIDA DENISE CRISTINA DA ROCHA;1585;;JUSTINÓPOLIS;RIBEIRÃO DAS NEVES;33900375;MG;DANIEL;administrativo@dimauto.com.br;3136325001
3190;AUTOPEÇAS MINAS GOIÁS;-20.1693031;-44.9088044;AVENIDA PARANÁ;70;;CATALÃO;DIVINÓPOLIS;35501168;MG;WEAVER;apminasgoias@gmail.com;3732121333
3191;ABC MOTOS;-23.6427120;-46.5237075;RUA PROFESSOR JOSÉ FRANCO;164;;VILA CURUÇA;SANTO ANDRÉ;9291240;SP;DANIEL;abc1000vendas@gmail.com;1144014343
3192;UNIPEÇAS;-14.0982083;-46.6330539;AVENIDA BRASÍLIA;S/N;QUADRA 50 LOTE 10-A;SETOR SUL;IACIARA;73920000;GO;ALESSANDRA ABREU;unipecas03@gmail.com;6234731541
3193;SUPREMA;-12.1430922;-44.9818297;AVENIDA ANTONIO CARLOS MAGALHÃES;1606;VILA BRASIL;JARDIM OURO BRANCO;BARREIRAS;47802147;BA;BRUNO VIANA;bruno.suprema10@gmail.com;7736110172
3194;VIP AUTOPEÇAS;-16.0042103;-47.9920187;AVENIDA ALAGADO CL117;S/N;LOTE G;SANTA MARIA;BRASÍLIA;72547207;DF;LUIS CARLOS;vipautopecas@gmail.com;6133948125
3195;SUPREMA;-12.1297738;-45.0069400;RUA JOÃO CÂNDIDO OLIVEIRA;405;;SÃO PEDRO;BARREIRAS;47810840;BA;BRUNO VIANA;bruno.suprema10@gmail.com;7736110172
3196;SUPREMA;-12.0933837;-45.7986799;RUA XIQUE XIQUE;690;QUADRA 11 LOTE 08;SANTA CRUZ;LUÍS EDUARDO MAGALHÃES;47850000;BA;BRUNO VIANA;bruno.suprema10@gmail.com;7736110172
3197;CHECAR AUTOPEÇAS;-17.8759841;-51.7279061;AVENIDA JOAQUIM CÂNDIDO;1296;;AEROPORTO;JATAÍ;75800000;GO;FRANCIS;onaldo-checar@hotmail.com;6436317506
3198;UNIAUTO AUTOPEÇAS;-17.8966215;-51.7205001;AVENIDA GOIÁS;2374;;CENTRO;JATAÍ;75800000;GO;JOÃO;uniautojatai@hotmail.com;6436315972
3199;JD AUTOPEÇAS;-17.8983340;-51.7192146;RUA MIGUEL DE ASSIS;1784;;CENTRO;JATAÍ;75800000;GO;WESLEY;jdautopecas1064@gmail.com;6436311064
3200;METAL PEÇAS AUTOPEÇAS;-17.8907246;-51.7191615;AVENIDA JORGE ZAIDEM;166;;CENTRO;JATAÍ;75800000;GO;FRANCIS;metalpecas@hotmail.com;6436315972
3201;AUTOPEÇAS MURICI;-17.9000011;-51.7218297;AVENIDA GOIÁS;2757;;JARDIM RIO CLARO;JATAÍ;75800000;GO;LEANDRO;autopecasmurici@hotmail.com;6436321277
3202;REAL AUTOPEÇAS;-17.5724484;-52.5679318;AVENIDA PARANAÍBA;S/N;QUADRA 13 LOTE 02;DONA ALCIRA;MINEIROS;75800000;GO;JAMILTON;jlautopecasemecanica@hotmail.com;6436614299
3203;BREKAUTO AUTOPEÇAS;-17.8775185;-51.7252077;AVENIDA JOAQUIM CÂNDIDO;960;;SETOR ANTENA;JATAÍ;75805066;GO;MATHEUS;brekautojatai@gmail.com;6436312727
3204;AUTOPEÇAS RONDOBRÁS;-9.9550129;-54.9034687;RUA DAS LARANJEIRAS;305;;JARDIM GUARANORTE;GUARANTÃ DO NORTE;78520000;MT;JORDANIO DA SILVA;jordanio@rondobras.com.br;6635524700
3205;ANDRE AUTOPEÇAS;-1.3802937;-48.4086057;PASSAGEM PROVIDÊNCIA;178;;COQUEIRO;ANANINDEUA;67015490;PA;ANDRE;andre-pimentel2011@hotmail.com;9183204038
3206;PINHEIRO AUTOPEÇAS;-1.4655576;-48.4913683;AVENIDA ROBERTO CAMELIER;472;;JURUNAS;BELÉM;66033420;PA;CLEITON;cleitonsp@hotmail.com;9199518933
3207;AP PNEUS E PEÇAS;0.0192741;-51.0738208;RUA SANTOS DUMONT;160;;BURITIZAL;MACAPÁ;68902360;AP;MARIA PEDREIRA;appneusmcp@appneus.com.br;9691508731
3208;ELITE AUTOPEÇAS;-1.3837241;-48.4375450;RODOVIA AUGUSTO MONTENEGRO;1508;KILOMETRO 3;MANGUEIRÃO;BELÉM;66640000;PA;CARLOS PRAXEDES;eliteautopecascompra@gmail.com;9131218792
3209;LUCAS AUTOPEÇAS;-2.5419642;-44.2817432;ALAMEDA GUAXENDUBA;1655;;BOM MILAGRE;SÃO LUÍS;65015560;MA;LUCAS ÂNGELO;lucasautopecasoficial@gmail.com;(98) 98832-2739
3210;SALVADOR AUTOPEÇAS E MOTO PEÇAS;-1.2936065;-47.9196686;RUA MARECHAL DEODORO;144;;IANETAMA;CASTANHAL;68745690;PA;ALAN MURILO;gruposalvador@hotmail.com;9137213296
3211;DKAR AUTOPEÇAS;-1.4157822;-48.4639569;AVENIDA DOUTOR FREITAS;1089;TERREO;SACRAMENTA;BELÉM;66123050;PA;GILBERTO SOUZA;gilbertodkar@gmail.com;9133519060
3212;CORDEIRO SÓ IMPORTADOS;-2.5423616;-44.2818178;AVENIDA GUAXENDUBA;1614;;FÁTIMA;SÃO LUÍS;65015560;MA;MÁRCIO COSTA;cordeirosovolks@gmail.com;9832326257
3213;LOTUS AUTOPEÇAS;-1.4273375;-48.4647591;TRAVESSA LOMAS VALENTINAS;1197;;PEDREIRA;BELÉM;66087441;PA;LUCAS DAIBES;lucasdaibes6@gmail.com;(91) 98021-6124
3214;PNEU-MAX;-2.5757458;-44.2388457;TRAVESSA RIACHUELO I;185;A;TIRIRICAL;SÃO LUÍS;65055000;MA;HOSANA LEAL;pneumax.pneus@gmail.com;9832274175
3215;ROXO AUTOPEÇAS;-2.5708370;-44.2337351;AVENIDA GUAJAJARAS;1960;;SÃO CRISTÓVÃO;SÃO LUÍS;65055285;MA;DJALMA ROXO;roxonotafiscal@gmail.com;(98) 3303-0622
3216;CENTRAL DAS LATARIAS;-2.5667423;-44.2306096;AVENIDA GUAJAJARAS;3;"LOJA: C; QUADR A:136; LOTE: 34";JARDIM SÃO CRISTÓVÃO;SÃO LUÍS;65055285;MA;NATHALIA SOARES;nathalia_ssoares@hotmail.com;(98) 3226-8189
3217;MOTO PEÇAS SILVA;-1.4135392;-48.4674916;AVENIDA SENADOR LEMOS;4393;;SACRAMENTA;BELÉM;66050000;PA;ROLANDRO SILVA;executaltda@veloxmail.com.br;(91)3233-1002
3218;JACUÍPE AUTOPEÇAS;-11.8136588;-39.3829721;RODOVIA LOMANTO JÚNIOR;54;;RANCHINHO;RIACHÃO DO JACUÍPE;44640000;BA;FRANCISCO;jacuipeautopecas_@hotmail.com;7532642365
3219;TOP MOTOS;-12.8711633;-38.4771707;AVENIDA AFRÂNIO PEIXOTO;31;;PRAIA GRANDE;SALVADOR;40720690;BA;FÁBIO;topmotosfc@hotmail.com;7132115383
3220;RICARDO PEÇAS E ACESSÓRIOS;-12.2481730;-38.9653663;RUA CARLOS VALADARES;46;;CENTRO;FEIRA DE SANTANA;44020002;BA;RICARDO;financeiro.diricardo@hotmail.com;7530242525
3221;RICARDO PEÇAS E ACESSÓRIOS;-12.9117292;-38.3487083;AVENIDA SÃO CRISTOVÃO;23;;SÃO CRISTOVÃO;SALVADOR;41510333;BA;RICARDO;financeiro.diricardo@hotmail.com;7530242525
3222;RICARDO PEÇAS E ACESSÓRIOS;-12.2485094;-38.9648434;RUA CARLOS VALADARES;85;;CENTRO;FEIRA DE SANTANA;44020002;BA;RONY;financeiro.diricardo@hotmail.com;7530242626
